name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"40.776676,-73.971321",2018-01-01T00:00:00,8.9,-4.3,-3.9,55.25,0,,,0,0.13,19.7,9.2,300,1026.3,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T01:00:00,8.9,-4.3,-3.9,55.26,0,,,0,0.11,20.8,9.2,300,1026.4,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T02:00:00,8.9,-5.1,-3.9,55.26,0,,,0,0.1,18.6,10.3,290,1026.7,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T03:00:00,8,-6.3,-3.9,57.53,0,,,0,0.08,19.7,10.3,310,1027.1,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T04:00:00,8,-3.4,-5,54.68,0,,,0,0.07,20.8,7,310,1027.2,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T05:00:00,8,-5.4,-5,54.68,0,,,0,0.05,20.8,9.2,300,1027.9,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T06:00:00,7.1,-3.3,-5,56.98,0,,,0,0.03,23,5.9,320,1027.8,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T07:00:00,7.1,-5.6,-5,56.98,0,,,0,0.02,26.7,8.1,300,1028,0.1,9.9,48,0.2,0,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T08:00:00,7.1,-3.3,-3.9,59.96,0,,,0,0,17.5,5.9,313,1028,0,9.9,17,0.1,0,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T09:00:00,8,-2.2,-3,60.13,0,,,0,0,30.4,5.9,290,1028.5,0.1,9.9,115,0.4,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T10:00:00,11,-0.8,-3,52.48,0,,,0,0,31.3,8.1,320,1029,0.1,9.9,259,0.9,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T11:00:00,11.9,-0.6,-3.9,48.25,0,,,0,0,20,9.2,310,1028.5,0.1,9.9,454,1.6,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T12:00:00,14.1,2.9,-3.9,43.9,0,,,0,0,28.7,8.1,300,1028,0.1,9.9,493,1.8,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T13:00:00,15.2,2.7,-5,39.77,0,,,0,0,21,10.3,300,1027.3,0.1,9.9,472,1.7,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T14:00:00,17,5.7,-5,36.75,0,,,0,0,17.6,9.2,300,1026.9,0.1,9.9,392,1.4,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T15:00:00,17.9,12.6,-5,35.36,0,,,0,0,19.7,3.4,313,1027.2,0.1,9.9,251,0.9,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T16:00:00,17.9,6.8,-5.9,33.85,0,,,0,0,18.4,9.2,310,1026.9,0.1,9.9,72,0.3,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T17:00:00,17.9,8.5,-5,35.34,0,,,0,0,22.3,7,300,1027,0.1,9.9,10,0,0,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T18:00:00,17.9,6.8,-5.9,33.85,0,,,0,0,20.8,9.2,290,1027.5,0.1,9.9,20,0.1,0,,Clear,clear-night,"WALN4,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T19:00:00,17,11.6,-3.9,38.66,0,,,0,0,21.9,3.4,307,1028,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T20:00:00,17,6.5,-3.9,38.67,0,,,0,0,18.5,8.1,280,1028.4,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T21:00:00,17,9.8,-2.1,42.18,0,,,0,0,,4.7,263,1027.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T22:00:00,17,4.9,-0.1,46.31,0,,,0,0,19.9,10.3,270,1027.5,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-01T23:00:00,16.1,3.1,2,53.25,0,,,0,0,23.1,11.4,270,1027.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T00:00:00,15.2,9.6,2.9,57.72,0,,,0,0,22.8,3.4,280,1027.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T01:00:00,15.2,2.7,2,55.37,0,,,0,0,23,10.3,280,1027.8,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T02:00:00,15.2,0,1.1,53.06,0,,,0,0,22.2,15,290,1028.3,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T03:00:00,14.1,-0.2,1.1,55.65,0,,,0,0,22.2,12.8,290,1028.6,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T04:00:00,14.1,0.6,1.1,55.65,0,,,0,0,19.7,11.4,280,1028.6,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T05:00:00,12.8,4.9,1.1,58.78,0,,,0,0,25.9,4.7,263,1028.5,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T06:00:00,12.3,1.8,1.4,61,0,,,0,0,21.7,7,270,1028.6,0,9.9,7,0,0,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T07:00:00,12.8,1.4,1.1,58.8,0,,,0,0,21.9,8.1,250,1029.4,89.5,9.9,131,0.5,1,,Partially cloudy,partly-cloudy-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T08:00:00,12.8,4.9,2,61.34,0,,,0,0,19.7,4.7,263,1029.9,0.2,9.9,22,0.1,0,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T09:00:00,14.1,-0.6,2,58.07,0,,,0,0,20,13.6,265,1030.2,0.1,9.9,109,0.4,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T10:00:00,16.1,6.3,2.9,55.5,0,,,0,0,21.9,7,270,1030.2,0.1,9.9,258,0.9,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T11:00:00,17.9,7.6,3.8,53.49,0,,,0,0,20.8,8.1,300,1030.3,0.2,9.9,436,1.6,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T12:00:00,20.9,11.3,5.1,49.75,0,,,0,0,23.1,8.1,280,1028.6,0.3,9.9,482,1.7,5,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T13:00:00,23.1,13.9,6.2,47.77,0,,,0,0,21.9,8.1,300,1027.9,0.3,9.9,443,1.6,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T14:00:00,25.1,18.1,6.2,43.95,0,,,0,0,18.4,5.9,250,1026.9,0.3,9.9,386,1.4,4,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T15:00:00,26,20.3,6.2,42.3,0,,,0,0,,4.7,280,1026.7,0.3,9.9,254,0.9,3,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T16:00:00,25.1,16.4,7.1,45.76,0,,,0,0,21.9,8.1,250,1026.5,0.3,9.9,79,0.3,1,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T17:00:00,24.2,14.5,7.1,47.52,0,,,0,0,19.7,9.2,250,1026.3,0.2,9.9,12,0,0,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T18:00:00,24.2,18.1,6.2,45.63,0,,,0,0,21.9,4.7,248,1026.4,0.2,9.9,17,0.1,0,,Clear,clear-night,"WALN4,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T19:00:00,23.1,13.2,6.2,47.76,0,,,0,0,20.9,9.2,270,1027.1,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T20:00:00,21.8,11.6,5.1,47.88,0,,,0,0,17.4,9.2,270,1026.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T21:00:00,20,10.2,5.1,51.68,0,,,0,0,27.5,8.1,250,1026.6,0,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T22:00:00,19.1,11.1,3.8,50.71,0,,,0,0,23,5.8,270,1026.6,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-02T23:00:00,19.1,10,2.9,48.65,0,,,0,0,20.8,7,249,1026.7,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"40.776676,-73.971321",2018-01-03T00:00:00,19.1,8.3,2,46.68,0,,,0,0.13,19.8,9.2,260,1026.9,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T01:00:00,19.1,12.3,2.9,48.65,0,,,0,0.11,23,4.7,260,1027,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T02:00:00,19.1,12.3,2,46.67,0,,,0,0.1,16.1,4.7,240,1026.7,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T03:00:00,17,7.5,2,51.18,0,,,0,0.08,,6.9,260,1027.1,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T04:00:00,17,5,2,51.16,0,,,0,0.07,,10.2,244,1026.9,0.1,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T05:00:00,17,9.8,1.1,49.07,0,,,0,0.05,,4.7,273,1026.5,0.3,9.9,,,,,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T06:00:00,17,17,-0.1,46.33,0,,,0,0.03,,0,356,1026.4,0.3,9.9,6,0,0,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T07:00:00,17,11.7,-0.1,46.32,0,,,0,0.02,,3.4,280,1026.6,0.2,9.9,129,0.5,1,,Clear,clear-night,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T08:00:00,17,17,-1,44.41,0,,,0,0,,0,355,1027.2,0.1,9.9,19,0.1,0,,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T09:00:00,17.9,8.6,-0.1,44.54,0,,,0.05,0.05,,6.9,270,1027.3,0.1,9.9,114,0.4,1,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T10:00:00,19.1,14.2,-1,40.48,0,,,0.05,0.1,,3.4,270,1027,0.3,9.9,222,0.8,2,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T11:00:00,21.8,15.5,1.1,39.87,0,,,0.05,0.15,,4.7,270,1026.3,0.3,9.9,440,1.6,4,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T12:00:00,25.1,25.1,2,36.32,0,,,0.05,0.2,,0,353,1025.3,0.3,9.9,399,1.4,4,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T13:00:00,26.9,26.9,2,33.7,0,,,0.05,0.25,,0,0,1024.3,0.3,9.9,334,1.2,3,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T14:00:00,29,25.4,-0.1,27.92,0,,,0.05,0.3,,3.4,173,1023.1,0.3,9.9,357,1.3,4,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T15:00:00,29,29,2,30.85,0,,,0.05,0.34,,0,7,1022,0.3,9.9,193,0.7,2,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T16:00:00,29,29,2,30.84,0,,,0.05,0.39,,0,3,1021.5,0.3,9.9,78,0.3,1,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T17:00:00,28.1,21.8,5.1,36.83,0,,,0.05,0.44,,5.8,180,1022.5,0.3,9.9,9,0,0,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T18:00:00,26.9,26.9,7,42.42,0,,,0.05,0.49,,0,10,1021.4,0.3,9.9,,,,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T19:00:00,26.9,21.4,3.8,36.63,0,,,0.05,0.54,,4.7,180,1021,0.3,9.9,,,,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T20:00:00,28.1,28.1,2.1,32.05,0,,,0.05,0.59,,0,5,1019.9,0.4,9.9,,,,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T21:00:00,29,22,11,46.42,0,,,0.05,0.64,,6.9,140,1020,0.4,9.9,,,,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T22:00:00,28.1,22.8,11.9,50.14,0,,,0.05,0.69,,4.7,60,1018.7,0.4,9.9,,,,,Clear,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-03T23:00:00,29,23.9,11.9,48.35,0,,,0.05,0.74,,4.7,30,1016.9,100,9.9,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T00:00:00,29,23.9,11,46.45,0,,,0.05,0.79,,4.7,40,1015.9,100,9.9,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T01:00:00,28.1,20.9,6.2,38.77,0,,,0.05,0.84,,6.9,50,1013.7,100,9.9,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T02:00:00,28.1,20.1,11.9,50.12,0,,,0.05,0.89,,8.1,50,1012.2,100,9.9,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T03:00:00,28.1,20.9,7.1,40.35,0,,,0.05,0.94,18.3,7,10,1010.2,100,9.9,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T04:00:00,28.1,18.8,8,42.03,0,,,0.05,0.98,17.5,10.3,20,1007.1,100,9.9,,,,,Overcast,snow,"72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T05:00:00,26.9,16.6,8.9,46.09,0,,,0.05,1.03,22.2,11.4,20,1004.7,100,6.2,,,,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T06:00:00,24.2,18.1,19.1,80.78,0.01,,,0.05,1.08,17.9,4.8,360,1002.8,100,0.6,5,0,0,,"Snow, Overcast",snow,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T07:00:00,24.2,13.8,20,83.99,0.07,,,0.05,1.13,21.6,10.3,360,1000.8,8.6,0.6,128,0.5,1,,"Snow, Fog",snow,"D1574,72502594741,72505394728,KTEB,KLGA,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T08:00:00,24.2,14.5,20,83.99,0.08,,,0.05,1.18,29.8,9.2,360,999.2,8.5,0.6,5,0,0,,"Snow, Fog",snow,"72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T09:00:00,21.8,9,19.1,89.16,0.11,,,0.25,1.43,32.7,13.9,20,998.1,8.4,0,8,0,0,,Snow,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T10:00:00,21.8,9,20,92.64,0.13,,,0.25,1.67,32.9,14,350,996.2,99.8,0,16,0.1,0,,"Snow, Overcast",snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T11:00:00,23.1,9.3,20.9,91.33,0.05,,,0.25,1.92,33.3,17.3,340,995.8,8.4,0,21,0.1,0,,Snow,snow,"72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T12:00:00,23.1,9.3,20.9,91.28,0.11,,,0.25,2.17,43.8,17.3,360,992.8,0.3,0,35,0.1,0,,Snow,snow,"72502594741,72505394728,KTEB,KLGA,F1417,72503014732"
"40.776676,-73.971321",2018-01-04T13:00:00,24.2,6.8,20.9,87.25,0.09,,,0.25,2.41,42.2,30.5,335,992,8.4,0,44,0.2,0,,Snow,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T14:00:00,23.1,12,20,87.92,0.05,,,0.25,2.66,22.8,11.2,302,991,8.4,0,41,0.1,0,,Snow,snow,"72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T15:00:00,23.1,11.2,20,87.91,0.05,,,0.25,2.9,22.7,12.7,301,991.5,99.9,0.1,55,0.2,1,,"Snow, Overcast",snow,"72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
"40.776676,-73.971321",2018-01-04T16:00:00,24.2,10.3,17,73.71,0,,,0.25,3.15,37.5,18.4,310,991.5,100,5,28,0.1,0,,Overcast,snow,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
